PCE_max,Voc ,Jsc ,FF,HOMO ,LUMO ,Bandgap,Eloss,Nickname,smiles
0.79,0.81,2.24,0.44,5.3,3.26,2.04,1.23,P2,CCCCCCCCCCc1ccc(C#Cc2c3cc(-c4cc5c(C#Cc6ccc(CCCCCCCCCC)cc6)c6sc(C)cc6c(C#Cc6ccc(CCCCCCCCCC)cc6)c5s4)oc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)oc23)cc1
1.44,0.85,2.89,0.59,5.63,3.9,1.73,0.88,syn-PBDFID,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5cc6cc(C)oc6cc5o4)ccc32)c2ccc(C)cc21
0.65,0.75,1.74,0.48,5.49,3.85,1.64,0.89,anti-PBDFID,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5cc6oc(C)cc6cc5o4)ccc32)c2ccc(C)cc21
2.89,0.69,7,0.6,5.5,3.7,1.8,1.11,P1,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)o8)=C7C(=O)N6C[C@@H](CC)CCCC)o5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC
2.81,0.65,7.7,0.57,5.5,3.8,1.7,1.05,P2,CCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc(CCCCCCCCCC)c(-c5oc6cc7c(CCCCCCCCCC)c(-c8sc(C)cc8CCCCCCCCCC)oc7cc6c5CCCCCCCCCC)s4)o3)N(CCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1
2.28,0.66,7.4,0.47,5.6,3.8,1.8,1.14,P3,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC
0.97,0.59,4.2,0.39,5.6,3.7,1.9,1.31,P4,CCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc(CCCCCCCCCC)c(-c5oc6cc7c(CCCCCCCCCC)c(-c8sc(C)cc8CCCCCCCCCC)oc7cc6c5CCCCCCCCCC)s4)s3)N(CCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
4.26,0.54,13.13,0.6,5.03,3.63,1.53,0.99,PBDFTT-C,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)cc34)oc2c(OCCCCCCCC)c2cc(C)oc12
5.17,0.61,15.75,0.54,5.07,3.61,1.53,0.92,PBDFTT-EF,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)c(F)c34)oc2c(OCCCCCCCC)c2cc(C)oc12
5.23,0.63,13.88,0.6,5.11,3.6,1.52,0.89,PBDFTT-CF,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)c(F)c34)oc2c(OCCCCCCCC)c2cc(C)oc12
5.08,0.59,14.21,0.61,5.25,3.61,1.61,1.02,PBDFTT-S,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(S(=O)(=O)CC(CC)CCCC)cc34)oc2c(OCCCCCCCC)c2cc(C)oc12
2.28,0.87,5.88,0.45,5.44,3.7,1.6,0.73,PBDFTT-ECN,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)c(C#N)c34)oc2c(OCCCCCCCC)c2cc(C)oc12
5.22,0.63,13.87,0.6,4.98,3.18,1.51,0.88,PBDFTT-CF-O,CCCCC(CC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)C(CC)CCCC)sc34)oc2c(OCC(CC)CCCC)c2cc(C)oc12
6.26,0.78,13.04,0.62,5.21,3.2,1.49,0.71,PBDFTT-CF-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)C(CC)CCCC)sc45)oc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)oc23)s1
2.55,0.73,6.04,0.54,5.15,3.36,1.56,0.83,P1,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1
2.61,0.67,6.32,0.59,5.07,3.29,1.52,0.85,P2,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)sc3c(-c3ccc(CCCCCCCCCCCC)o3)c3cc(C)sc23)o1
3.34,0.68,7.83,0.6,5.18,3.53,1.51,0.83,P3,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)oc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)oc23)s1
5.23,0.65,12.11,0.64,5.12,3.56,1.5,0.85,P4,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)oc3c(-c3ccc(CCCCCCCCCCCC)o3)c3cc(C)oc23)o1
6.6,0.94,10.8,0.65,5.41,3.44,1.97,1.03,BDF(2EH/C7),CCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O
7.4,0.97,11.2,0.68,5.41,3.44,1.97,1,BDF(2EH/C8),CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O
7.3,0.93,11.3,0.69,5.41,3.44,1.97,1.04,BDF(2EH/C9),CCCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O
6.3,0.94,11.2,0.6,5.41,3.44,1.97,1.03,BDF(2EH/C10),CCCCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O
7.1,0.94,12,0.61,5.29,3.44,1.85,0.91,BDT(2EH/C8),CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O
4.61,0.8,9.81,0.59,5.31,3.61,1.7,0.9,P9,CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6oc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5o4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1
2.22,0.83,5.28,0.51,5.25,3.2,1.67,0.84,P1,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)cc(F)c(-c4ccc(C)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1
4.44,0.83,8.74,0.61,5.3,3.25,1.68,0.85,P2,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1
7.6,0.89,13,0.65,5.24,3.57,1.67,0.78,PTDBD2,CCCCCCC(CCCC)COC(=O)c1sc2c(C)sc(-c3cc4sc5c(CC(CCCC)CCCC)c6c(sc7cc(C)sc76)c(CC(CCCC)CCCC)c5c4s3)c2c1F
4.9,0.88,10.7,0.52,5.3,3.63,1.67,0.79,PTDBD3,CCCCC(CC)CCC(CC(CC)CCCC)OC(=O)c1sc2c(C)sc(-c3cc4sc5c(CC(CCCC)CCCC)c6c(sc7cc(C)sc76)c(CC(CCCC)CCCC)c5c4s3)c2c1F
5,0.65,12.2,0.63,5.18,3.28,1.66,1.01,PTR5b,CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4sc5c(OCC(CCCC)CCCCCC)c6c(sc7cc(C)sc76)c(OCC(CCCC)CCCCCC)c5c4s3)sc(C)c2c1F
0.01,0.2,0.28,0.25,5.2,3,1.77,1.57,PTR7a,CCCCCCC(CCCC)COc1c2sc3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c2c(OCC(CC)CCCC)c2sc3c(sc4c(OCC(CC)CCCC)c5cc(C)sc5c(OCC(CC)CCCC)c43)c12
0.08,0.3,0.96,0.29,5.22,2.99,1.78,1.48,PTR7b,CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4sc5c(OCC(CCCC)CCCCCC)c6c(sc7c6sc6c(OCC(CC)CCCC)c8cc(C)sc8c(OCC(CC)CCCC)c67)c(OCC(CCCC)CCCCCC)c5c4s3)sc(C)c2c1F
2.8,0.71,7.23,0.55,5.23,3.04,1.84,1.13,PTR9a,CCCCCCC(CCCC)COc1c2sc3c(sc4c(OCC(CC)CCCC)c5cc(-c6sc(C)c7c(F)c(C(=O)OCC(CC)CCCC)sc67)sc5c(OC[C@H](CC)CCCC)c43)c2c(OCC(CC)CCCC)c2sc3c(sc4c(OCC(CC)CCCC)c5cc(C)sc5c(OCC(CC)CCCC)c43)c12
2,0.71,5.22,0.54,5.32,3.01,1.83,1.12,PTR9b,CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc6c(sc7c(OCC(CCCC)CCCCCC)c8c(sc9c8sc8c(OCC(CC)CCCC)c%10cc(C)sc%10c(OCC(CC)CCCC)c89)c(OCC(CCCC)CCCCCC)c76)c5c(OC[C@H](CC)CCCC)c4s3)sc(C)c2c1F
6.74,0.72,15.77,0.59,5.29,3.66,1.63,0.91,pDTBDT-TTEH,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(C)c6cc(C(=O)C(CC)CCCC)sc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC
2.83,0.79,6.64,0.54,5.53,3.87,1.66,0.87,pDTBDT-DTPD,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(C)c6c7c(sc56)C(=O)N(CCCCCCCC)C7=O)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC
2.42,0.62,6.41,0.61,5.13,3.65,1.48,0.86,PBT-HD-DPP-C16,CCCCCCCCC(CCCCCC)COc1c2sc3cc(-c4ccc(C5=C6C(=O)N(CC(CCCCCC)CCCCCCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CCCCCC)CCCCCCCC)s4)sc3c2c(OCC(CCCCCC)CCCCCCCC)c2sc3cc(C)sc3c12
5.19,0.65,12.61,0.63,5.19,3.72,1.47,0.82,PBT-T-DPP-C12,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5ccc(C6=C7C(=O)N(CC(CCCC)CCCCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CCCC)CCCCCC)s5)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC
6.39,0.75,13.9,0.61,5.25,3.8,1.45,0.7,PBT-TIPS-DPP-C16,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7c(sc8cc(C)sc87)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
3.31,0.74,7.33,0.61,5.37,3.39,1.51,0.77,PDPPBDT,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
6.11,0.7,13.64,0.64,5.36,3.59,1.43,0.73,PDPPDTT,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6cc(C)sc6c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
4.75,0.75,9.8,0.65,5.35,3.35,1.5,0.75,PDPPDTBDT,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6c(CC(CC)CCCCC)c7c(sc8cc(C)sc87)c(CC(CC)CCCCC)c6c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
4.43,0.7,12.58,0.5,5.38,3.8,1.58,0.88,PDTBDT-ID,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5sc6c(OCC(CC)CCCC)c7c(sc8cc(C)sc87)c(OCC(CC)CCCC)c6c5s4)ccc32)c2ccc(C)cc21
7.52,0.65,17.51,0.66,5.51,3.9,1.58,0.93,PDTBDT-DTNT,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(-c6cc7c(cc(-c8cc(CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CCCCCC)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC
6.81,0.83,15.1,0.54,5.44,3.01,1.85,1.02,PDTP-DTBDT,CCCCCCCCCCCCc1c(C)sc2c1[P@](=O)(c1ccccc1)c1c-2sc(-c2cc3sc4c(-c5cc(CCCCCCCCCC)c(CCCCCCCCCC)s5)c5c(sc6cc(C)sc65)c(-c5cc(CCCCCCCCCC)c(CCCCCCCCCC)s5)c4c3s2)c1CCCCCCCCCCCC
3.51,0.66,7.95,0.68,5.05,3.27,1.56,0.9,P(Ge-DTBT),CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc21
6.55,0.68,14.83,0.7,5.11,3.54,1.4,0.72,P(Ge-DTCNBT),CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4cc(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21
0.63,0.68,2.99,0.36,5.14,3.77,1.27,0.59,P(Ge-CTDCNBT),CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4c(C#N)c(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21
9.1,0.72,17.7,0.71,5.1,3.5,1.6,0.88,TBTIT-h,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(-c3ccc(C)s3)sc24)c2cc3sc4cc(C)sc4c3cc21
5.3,0.73,13.6,0.54,5.2,3.6,1.6,0.87,TBTIT-i,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(-c3ccc(C)s3)sc24)c2cc3sc4cc(C)sc4c3cc21
1.66,0.64,4.48,0.57,5.44,3.95,1.49,0.85,F-BT2,CCCCCCCCCCCCc1cc(-c2cc3c(s2)/C(=C2\C(=O)N(CC(CCCCCC)CCCCCCCC)c4c2ccc(-c2cc(CCCCCCCCCCCC)c(-c5cc(CCCCCCCCCCCC)c(-c6nc7cc8sc(-c9sc(C)cc9CCCCCCCCCCCC)nc8cc7s6)s5)s2)c4F)C(=O)N3CC(CCCCCC)CCCCCCCC)sc1C
4.18,0.62,10.07,0.67,5.41,3.92,1.49,0.87,BT2,CCCCCCCCCCCCc1cc(-c2cc3c(s2)/C(=C2\C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(-c5cc(CCCCCCCCCCCC)c(-c6cc(CCCCCCCCCCCC)c(-c7nc8cc9sc(-c%10sc(C)cc%10CCCCCCCCCCCC)nc9cc8s7)s6)s5)ccc42)C(=O)N3CC(CCCCCC)CCCCCCCC)sc1C
5.5,0.85,9.5,0.68,5.39,3.55,1.84,0.99,BTSA5,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CN1c2cc(C)sc2-c2sc(-c3ccc(-c4ccc(C)s4)s3)cc2S1(=O)=O
1.82,0.83,4.86,0.45,5.59,3.84,1.75,0.92,P-PDTz-Tdt-HH,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(C)sc1-c1nc2nc3sc(-c4sc(-c5sc(-c6cc(CCCCCC)c(C)s6)cc5CCCCCC)cc4CC(CCCCCCCCCC)CCCCCCCCCCCC)nc3nc2s1
4.01,0.7,10.05,0.55,5.27,3.89,1.38,0.68,TTT,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
4.37,0.76,12.86,0.4,5.32,3.84,1.48,0.72,TPT,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)cc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
1.25,0.7,3.17,0.53,5.44,4.06,1.38,0.68,TTfT,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(C)c(F)c4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
2.4,0.83,6.14,0.45,5.45,3.98,1.47,0.64,TPfT,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(F)c(C)cc4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
2.9,0.9,5.8,0.55,5.21,3.59,1.62,0.72,P[T-iI(HD)]-4,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(C)s4)ccc32)c2ccc(C)cc21
6.6,0.7,15.2,0.62,5.29,3.71,1.58,0.88,P[T3(C6)-iI(HD)]-2,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCC)s5)s4)ccc32)c2ccc(C)cc21
2.8,0.66,8.6,0.49,5.43,3.88,1.55,0.89,P[T3(C6)-iI(SiO)],CCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(=O)/C4=C3/C(=O)N(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c4cc(C)ccc43)cc2CCCCCC)s1
5.54,0.83,10.28,0.65,5.3,3.2,1.65,0.82,PDTBDT-BZ,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5ccc(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC
7.42,0.88,11.47,0.74,5.4,3.3,1.71,0.83,PDTBDT-BZF,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5c(F)cc(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC
5.46,0.9,10.02,0.61,5.4,3.3,1.75,0.85,PDTBDT-BZF2,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5c(F)c(F)c(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC
2.73,0.67,7.06,0.57,5.16,3.46,1.51,0.84,DP3,CCCCCCCCCCCCc1cc(C)sc1C#CC#Cc1sc(-c2ccc(C3=C4C(=O)N(CC(CCCC)CCCCCC)C(c5ccc(C)s5)=C4C(=O)N3CC(CCCC)CCCCCC)s2)cc1CCCCCCCCCCCC
3.75,0.7,8.37,0.64,5.25,3.59,1.54,0.84,DP4,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc(CC(CC)CCCC)c(C#CC#Cc5sc(C)cc5CC(CC)CCCC)s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1
1.04,0.72,4.97,0.29,4.97,3.81,1.56,0.84,PTF1,CCCCCCCCc1ccc(-c2c3cc(-c4ccc(C)c5nc(-c6ccc(/C=N/c7ccccc7F)[nH]6)c(-c6ccc(/C=N/c7ccccc7F)[nH]6)nc45)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1
1.22,0.79,5.17,0.3,4.84,3.67,1.63,0.84,POF1,CCCCCCCCOc1c2cc(-c3ccc(C)c4nc(-c5ccc(/C=N/c6ccccc6F)[nH]5)c(-c5ccc(/C=N/c6ccccc6F)[nH]5)nc34)sc2c(OCCCCCCCC)c2cc(C)sc12
2.13,0.72,8.7,0.34,4.88,3.74,1.56,0.84,PTF2,CCCCCCCCc1ccc(-c2c3cc(-c4ccc(C)c5nc(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)c(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)nc45)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1
1.6,0.77,5.25,0.4,4.78,3.62,1.63,0.86,POF2,CCCCCCCCOc1c2cc(-c3ccc(C)c4nc(-c5ccc(/C=N/c6c(F)cccc6F)[nH]5)c(-c5ccc(/C=N/c6c(F)cccc6F)[nH]5)nc34)sc2c(OCCCCCCCC)c2cc(C)sc12
4.72,0.77,10.75,0.57,5.54,3.78,1.76,0.99,MBDT1,CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c3nc4c(nc23)-c2cccc3cccc-4c23)sc1C
1.65,0.75,4.41,0.5,5.43,3.53,1.9,1.15,MBDT2,CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc(CCCCCCCC)c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nc3c(nc2c1-c1cc(CCCCCCCC)c(C)s1)-c1cccc2cccc-3c12
5.98,0.9,10.38,0.64,5.51,3.36,1.77,0.87,PBTTPD,CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3ccc(-c4ccc(C)s4)s3)c2C1=O
7.16,0.88,12.32,0.66,5.48,3.32,1.77,0.89,PTVTPD,CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3ccc(/C=C/c4ccc(C)s4)s3)c2C1=O
0.95,0.74,4.21,0.3,5.7,3.2,1.5,0.76,PBBTz-Cz,CCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4CCCCCCCC)nc3cc2s1
5.61,0.78,11.79,0.61,5.24,3.54,1.71,0.93,BTT-DTFFBT,CCCCCCCCCCCCC(CCCCCCCCCCC)c1cc2c3cc(C)sc3c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c2s1
6.53,0.8,12.43,0.67,5.7,3.9,1.8,1,PBBTZBT,CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6ccc(-c7cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(C)s7)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)cc4CCCCCCCCCCCC)nc3cc2s1
3.5,0.65,11.8,0.46,5.3,3.55,1.4,0.75,PCPDTBT,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C)sc2-c2sc(-c3ccc(C)c4nsnc34)cc21
5.81,0.76,15,0.51,5.15,3.71,1.44,0.68,PCPDTFBT,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C)sc2-c2sc(-c3cc(F)c(C)c4nsnc34)cc21
6.41,0.85,11.2,0.67,5.36,3.52,1.75,0.9,a-PTPTBT-SA,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nsnc35)sc2-4)cc1
6.29,0.83,12.4,0.61,5.45,3.7,1.75,0.92,PBTISi-C6,CCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O
6.41,0.8,12.79,0.62,5.43,3.68,1.75,0.95,PBTISi-C8,CCCCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O
5.54,0.83,12.67,0.53,5.42,3.65,1.77,0.94,PBTISi-EH,CCCCC(CC)C[Si]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3cc4c(=O)n(C[C@@H](CC)CCCC)c(=O)c5cc(C)sc5c4s3)cc21
4.77,0.77,11.96,0.5,5.39,3.64,1.75,0.98,PBTIGe-C6,CCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O
4.32,0.75,11.62,0.47,5.38,3.63,1.75,1,PBTIGe-C8,CCCCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O
3.62,0.77,9.97,0.47,5.38,3.62,1.76,0.99,PBTIGe-EH,CCCCC(CC)C[Ge]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3cc4c(=O)n(C[C@@H](CC)CCCC)c(=O)c5cc(C)sc5c4s3)cc21
6.83,0.89,11.8,0.65,5.52,3.79,1.73,0.84,PTPDSi-C8,CCCCC(CC)CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O
4.5,0.57,18.6,0.43,4.78,3.31,1.47,0.9,PGeBTBT,CCCCC(CC)C[Ge]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3ccc(C)c4nsnc34)cc21
6.6,0.89,11.5,0.65,5.65,3.92,1.73,0.84,P-Si,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O
